0.00529742,2.14286,0.296632,0,30
0.00648952,0,0.296632,0,-30
0.00772476,0,0.296632,0,-30
0.00880694,0,0.296632,0,-30
0.00985622,0,0.296632,0,-30
0.0109298,-30,0.296632,-1008,-30
0.0120256,-30,0.296632,-1008,-30
0.0130808,-30,0.296632,-1008,-30
0.0141308,-30,0.296632,-1008,-30
0.0154178,-30,0.296632,-1008,-30
0.01653,-30,0.296632,-1008,-30
0.0176463,-30,0.296632,-1008,-30
0.0187135,-30,0.296632,-1008,-30
0.0199237,-30,0.296632,-1008,-30
0.0209801,-30,0.296632,-1008,-30
0.0222197,-30,0.296632,-1008,-30
0.0232894,-30,0.296632,-1008,-30
0.0244122,-30,0.296632,-1008,-30
0.0254447,-30,0.296632,-1008,-30
0.0264862,-30,0.296632,-1008,-30
0.0274994,-30,0.296632,-1008,-30
0.0286119,-30,0.296632,-1008,-30
0.0296321,-30,0.296632,-1008,-30
0.0307441,-30,0.296632,-1008,-30
0.0318215,-30,0.0988772,-1008,-30
0.0328147,-30,0.0988772,-1008,-30
0.0339749,-30,0.0988772,-1008,-30
0.0351496,-30,0.0988772,-1008,-30
0.0362847,-30,0.0988772,-1008,-30
0.0373907,-30,0.0988772,-1008,-30
0.0383301,-30,0.0988772,-1008,-30
0.0394733,-30,0.0988772,-1008,-30
0.0404754,-30,0.0988772,-1008,-30
0.0415392,-30,0.0988772,-1008,-30
0.0425818,-30,0.0988772,-1008,-30
0.0436909,-30,0.0988772,-1008,-30
0.0439899,-30,0.0988772,-1008,-30
0.0460279,-30,0.0988772,-1008,-30
0.0470986,-30,0.0988772,-1008,-30
0.0481265,-30,0.0988772,-1008,-30
0.0492377,-30,0.0988772,-1008,-30
0.0501678,-30,0.0988772,-1008,-30
0.0512855,-30,0.0988772,-1008,-30
0.0522256,-30,0.0988772,-1008,-30
0.0533218,-30,0.0988772,-1008,-30
0.0543296,-30,0.0988772,-1008,-30
0.0554256,-30,0.0988772,-1008,-30
0.0564322,-30,0.0988772,-1008,-30
0.0575161,-30,0.0988772,-1008,-30
0.0585537,-30,0.0988772,-1008,-30
0.0596874,-30,0.0988772,-1008,-30
0.0608225,-30,0.0988772,-1008,-30
0.0618482,-30,0.0988772,-1008,-30
0.0628526,-30,0.0988772,-1008,-30
0.0639405,-30,0.0988772,-1008,-30
0.0650401,-30,0.0988772,-1008,-30
0.0660727,-30,0.0988772,-1008,-30
0.0670907,-30,0.0988772,-1008,-30
0.0681877,-30,0.0988772,-1008,-30
0.0692785,-30,0.0988772,-1008,-30
0.0702915,-30,0.0988772,-1008,-30
0.0713086,-30,0.0988772,-1008,-30
0.0723653,-30,0.0988772,-1008,-30
0.0733871,-30,0.0988772,-1008,-30
0.0744827,-30,0.0988772,-1008,-30
0.0755463,-30,0.0988772,-1008,-30
0.0766754,-30,0.0988772,-1008,-30
0.0777538,-30,0.0988772,-1008,-30
0.0787694,-30,0.0988772,-1008,-30
0.07985,-30,0.296632,-1008,-30
0.0809696,-30,0.296632,-1008,-30
0.0820928,-30,0.296632,-1008,-30
0.083113,-30,0.296632,-1008,-30
0.0842555,-30,0.296632,-1008,-30
0.0852542,-30,0.296632,-1008,-30
0.0863061,-30,0.296632,-1008,-30
0.0872893,-30,0.296632,-1008,-30
0.088403,-30,0.296632,-1008,-30
0.0894148,-30,0.296632,-1008,-30
0.0904853,-30,0.296632,-1008,-30
