0.00618696,0,0,0,30
0.00744581,0,0,0,-30
0.00853992,0,0,0,-30
0.00955725,0,0,0,-30
0.0107138,0,0,-1008,-30
0.0116987,-30,0,-1008,-30
0.0128474,-30,0,-1008,-30
0.0137749,-30,0,-1008,-30
0.0149636,-30,0,-1008,-30
0.0159688,-30,0,-1008,-30
0.016928,-30,0,-1008,-30
0.0184574,-30,0,-1008,-30
0.0196142,-30,0,-1008,-30
0.0207257,-30,0,-1008,-30
0.0217869,-30,0,-1008,-30
0.0228894,-30,0,-1008,-30
0.0239584,-30,0,-1008,-30
0.0250363,-30,0,-1008,-30
0.026077,-30,0,-1008,-30
0.0271449,-30,0,-1008,-30
0.0282187,-30,0,-1008,-30
0.0292764,-30,0,-1008,-30
0.0302422,-30,0,-1008,-30
0.0313325,-30,0,-1008,-30
0.032387,-30,0,-1008,-30
0.0336015,-30,0,-1008,-30
0.034529,-30,0,-1008,-30
0.035675,-30,0,-1008,-30
0.0369978,-30,0,-1008,-30
0.0380144,-30,0,-1008,-30
0.0389149,-30,0,-1008,-30
0.0406024,-30,0,-1008,-30
0.0417023,-30,0,-1008,-30
0.0427163,-30,0,-1008,-30
0.0437467,-30,0,-1008,-30
0.0447218,-30,0,-1008,-30
0.0462494,-30,0,-1008,-30
0.0473039,-30,0,-1008,-30
0.0483351,-30,0,-1008,-30
0.0493903,-30,0,-1008,-30
0.0504925,-30,0,-1008,-30
0.0516021,-30,0,-1008,-30
0.0527029,-30,0,-1008,-30
0.0538366,-30,0,-1008,-30
0.0548472,-30,0,-1008,-30
0.0559158,-30,0,-1008,-30
0.0570278,-30,0,-1008,-30
0.0580518,-30,0,-1008,-30
0.0591378,-30,0,-1008,-30
0.0601909,-30,0,-1008,-30
0.0612383,-30,0,-1008,-30
0.062326,-30,0,-1008,-30
0.0633678,-30,0,-1008,-30
0.0643446,-30,0,-1008,-30
0.0654438,-30,0,-1008,-30
0.0664749,-30,0,-1008,-30
0.0674837,-30,0,-1008,-30
0.0686054,-30,0,-1008,-30
0.069608,-30,0,-1008,-30
0.0706065,-30,0,-1008,-30
0.0717287,-30,0,-1008,-30
0.0728362,-30,0,-1008,-30
0.0738404,-30,0,-1008,-30
0.0749009,-30,0,-1008,-30
0.0759737,-30,0,-1008,-30
0.0771213,-30,0,-1008,-30
0.0780823,-30,0,-1008,-30
0.0791206,-30,0,-1008,-30
0.0800898,-30,0,-1008,-30
0.0812304,-30,0,-1008,-30
0.0822768,-30,0,-1008,-30
0.0833578,-30,0,-1008,-30
0.0844562,-30,0,-1008,-30
0.0855899,-30,0,-1008,-30
0.0865965,-30,0,-1008,-30
0.0877283,-30,0,-1008,-30
0.0888162,-30,0,-1008,-30
0.089936,-30,0,-1008,-30
0.0910583,-30,0,-1008,-30
0.0920672,-30,0,-1008,-30
0.0931489,-30,0,-1008,-30
0.0941796,-30,0,-1008,-30
0.0953059,-30,0,-1008,-30
0.0963254,-30,0,-1008,-30
0.0974252,-30,0,-1008,-30
0.0985551,-30,0,-1008,-30
0.0996263,-30,0,-1008,-30
0.100607,-30,0,-1008,-30
0.101666,-30,0,-1008,-30
0.102654,-30,0,-1008,-30
0.103738,-30,0,-1008,-30
0.104875,-30,0,-1008,-30
0.105892,-30,0,-1008,-30
0.106886,-30,0,-1008,-30
0.108056,-30,0,-1008,-30
0.109101,-30,0,-1008,-30
0.110222,-30,0,-1008,-30
0.111178,-30,0,-1008,-30
0.112452,-30,0,-1008,-30
0.113543,-30,0,-1008,-30
0.114658,-30,0,-1008,-30
0.115722,-30,0,-1008,-30
0.116851,-30,0,-1008,-30
0.117959,-30,0,-1008,-30
0.119,-30,0,-1008,-30
0.120048,-30,0,-1008,-30
0.121174,-30,0,-1008,-30
0.12226,-30,0,-1008,-30
0.123356,-30,0,-1008,-30
0.124479,-30,0,-1008,-30
0.125553,-30,0,-1008,-30
0.126594,-30,0,-1008,-30
0.12772,-30,0,-1008,-30
0.128762,-30,0,-1008,-30
0.129804,-30,0,-1008,-30
0.130854,-30,0,-1008,-30
0.131854,-30,0,-1008,-30
0.132944,-30,0,-1008,-30
0.133969,-30,0,-1008,-30
0.135019,-30,0,-1008,-30
0.136086,-30,0,-1008,-30
0.137147,-30,0,-1008,-30
0.138195,-30,0,-1008,-30
0.139198,-30,0,-1008,-30
0.14025,-30,0,-1008,-30
0.14128,-30,0,-1008,-30
0.142359,-30,0,-1008,-30
0.143513,-30,0,-1008,-30
0.144608,-30,0,-1008,-30
0.145695,-30,0,-1008,-30
0.146657,-30,0,-1008,-30
0.147807,-30,0,-1008,-30
0.148911,-30,0,-1008,-30
0.149951,-30,0,-1008,-30
0.150969,-30,0,-1008,-30
0.152041,-30,0,-1008,-30
0.153139,-30,0,-1008,-30
0.154165,-30,0,-1008,-30
0.155156,-30,0,-1008,-30
0.156221,-30,0,-1008,-30
0.157239,-30,0,-1008,-30
0.158267,-30,0,-1008,-30
0.159356,-30,0,-1008,-30
