0.00477862 -8.27381 3.49915 0 25
0.016923 25 3.49915 840 -25
0.02245 25 3.49915 -840 -25
0.0280755 -25 3.49915 -840 -25
0.0327282 -25 3.49915 -840 -25
0.0376112 -25 3.49915 -840 -25
0.0428591 -25 3.49915 -840 -25
0.0454245 -25 3.69691 -840 -25
0.0505533 -25 3.69691 -840 -25
0.0561593 -25 3.69691 -840 -25
0.0621614 -25 3.69691 -840 -25
0.067934 -25 3.69691 -840 -25
0.0742292 -25 3.69691 -840 -25
0.0820508 -25 3.69691 -840 -25
0.0884464 -25 3.69691 -840 -25
0.0946085 -25 3.49915 -840 -25
0.101171 -25 3.49915 -840 -25
0.108186 -25 3.49915 -840 -25
0.116486 -25 3.49915 -840 -25
0.12318 -25 3.49915 -840 -25
0.13009 -25 3.49915 -840 -25
0.137588 -25 3.49915 -840 -25
0.147479 -25 3.69691 -840 -25
0.155473 -25 3.69691 -840 -25
0.163048 -25 3.69691 -840 -25
0.171066 -25 3.69691 -840 -25
0.179099 -25 3.69691 -840 -25
0.187157 -25 3.69691 -840 -25
0.196335 -25 3.59803 -840 -25
0.204609 -25 3.59803 -840 -25
0.213203 -25 3.59803 -840 -25
0.221912 -25 3.59803 -840 -25
0.230606 -25 3.59803 -840 -25
0.239258 -25 3.59803 -840 -25
0.248052 -25 4.69667 -840 -25
0.249606 -25 4.69667 -840 -25
0.258647 -25 4.69667 -840 -25
0.267771 -25 4.69667 -840 -25
0.278758 -25 4.69667 -840 -25
0.280597 -25 4.69667 -840 -25
0.285531 -25 4.69667 -840 -25
0.29056 -25 4.69667 -840 -25
0.296199 -25 6.79506 -840 -25
0.302033 -25 6.79506 -840 -25
0.307308 -25 6.79506 -840 -25
0.313027 -25 6.79506 -840 -25
0.318724 -25 6.79506 -840 -25
0.32471 -25 6.79506 -840 -25
0.331141 -25 6.79506 -840 -25
0.344481 -25 8.09694 -840 -25
0.352032 -25 8.09694 -840 -25
0.353562 -25 8.09694 -840 -25
0.359842 -25 8.09694 -840 -25
0.366922 -25 8.09694 -840 -25
0.374116 -25 8.09694 -840 -25
0.381623 -25 8.09694 -840 -25
0.388754 -25 8.6957 -840 -25
0.396075 -25 8.6957 -840 -25
0.409664 -25 8.6957 -840 -25
0.418072 -25 8.6957 -840 -25
0.425911 -25 8.6957 -840 -25
0.427629 -25 8.6957 -840 -25
0.431859 -25 8.6957 -840 -25
0.435971 -25 8.6957 -840 -25
0.440352 -25 9.99758 -840 -25
0.445033 -25 9.99758 -840 -25
0.449352 -25 9.99758 -840 -25
0.454294 -25 9.99758 -840 -25
0.459047 -25 9.99758 -840 -25
0.464366 -25 9.99758 -840 -25
0.475533 -25 9.99758 -840 -25
0.480724 -25 9.99758 -840 -25
0.486097 -25 9.99758 -840 -25
0.491767 -25 11.2995 -840 -25
0.499131 -25 11.2995 -840 -25
0.505391 -25 11.2995 -840 -25
0.5118 -25 11.2995 -840 -25
0.518363 -25 11.2995 -840 -25
0.525015 -25 11.2995 -840 -25
0.531766 -25 11.2995 -840 -25
0.541339 -25 11.2995 -840 -25
0.547894 -25 12.1949 -840 -25
0.555068 -25 12.1949 -840 -25
0.556762 -25 12.1949 -840 -25
0.565045 -25 12.1949 -840 -25
0.572266 -25 12.1949 -840 -25
0.579491 -25 12.1949 -840 -25
0.587335 -25 12.1949 -840 -25
0.595075 -25 13.5956 -840 -25
0.606479 -25 13.5956 -840 -25
0.61409 -25 13.5956 -840 -25
0.621895 -25 13.5956 -840 -25
0.629924 -25 13.5956 -840 -25
0.63822 -25 13.5956 -840 -25
0.646321 -25 14.6997 -840 -25
0.648312 -25 14.6997 -840 -25
0.652183 -25 14.6997 -840 -25
0.657008 -25 14.6997 -840 -25
0.661949 -25 14.6997 -840 -25
0.671953 -25 14.6997 -840 -25
0.676992 -25 14.6997 -840 -25
0.682603 -25 14.6997 -840 -25
0.687643 -25 14.6997 -840 -25
0.693497 -25 16.2983 -840 -25
0.69928 -25 16.2983 -840 -25
0.704632 -25 16.2983 -840 -25
0.71021 -25 16.2983 -840 -25
0.715939 -25 16.2983 -840 -25
0.722138 -25 16.2983 -840 -25
0.723986 -25 16.2983 -840 -25
0.727307 -25 16.2983 -840 -25
0.738056 -25 16.2983 -840 -25
0.742 -25 16.5949 -840 -25
0.745615 -25 16.5949 -840 -25
0.749796 -25 16.5949 -840 -25
0.753663 -25 16.5949 -840 -25
0.757733 -25 16.5949 -840 -25
0.762082 -25 16.5949 -840 -25
0.766359 -25 16.5949 -840 -25
0.770758 -25 16.5949 -840 -25
0.775539 -25 16.5949 -840 -25
0.780503 -25 16.5949 -840 -25
0.78658 -25 16.5949 -840 -25
0.792911 -25 18.6988 -840 -25
0.803 -25 18.6988 -840 -25
0.808792 -25 18.6988 -840 -25
0.814042 -25 18.6988 -840 -25
0.819767 -25 18.6988 -840 -25
0.826163 -25 18.6988 -840 -25
0.832425 -25 18.6988 -840 -25
0.83886 -25 18.6988 -840 -25
0.845043 -25 19.5997 -840 -25
0.851494 -25 19.5997 -840 -25
0.858108 -25 19.5997 -840 -25
0.8686 -25 19.5997 -840 -25
0.875551 -25 19.5997 -840 -25
0.882393 -25 19.5997 -840 -25
0.889026 -25 19.5997 -840 -25
0.896124 -25 21.3959 -840 -25
0.903395 -25 21.3959 -840 -25
0.911786 -25 21.3959 -840 -25
0.919251 -25 21.3959 -840 -25
0.926209 -25 21.3959 -840 -25
0.934649 -25 21.3959 -840 -25
0.942827 -25 21.6981 -840 -25
0.951016 -25 21.6981 -840 -25
0.952742 -25 21.6981 -840 -25
0.96069 -25 21.6981 -840 -25
0.96938 -25 21.6981 -840 -25
0.978119 -25 21.6981 -840 -25
0.986934 -25 21.6981 -840 -25
0.999701 -25 22.5989 -840 -25
1.00861 -25 22.5989 -840 -25
1.01836 -25 22.5989 -840 -25
1.02815 -25 22.5989 -840 -25
1.03741 -25 22.5989 -840 -25
1.03939 -25 23.9997 -840 -25
1.04392 -25 23.9997 -840 -25
1.04931 -25 23.9997 -840 -25
1.05463 -25 23.9997 -840 -25
1.06524 -25 23.9997 -840 -25
1.07067 -25 23.9997 -840 -25
1.07662 -25 23.9997 -840 -25
1.08255 -25 23.9997 -840 -25
1.08897 -25 23.9997 -840 -25
1.09512 -25 25.796 -840 -25
1.10125 -25 25.796 -840 -25
1.10786 -25 25.796 -840 -25
1.1106 -25 25.796 -840 -25
1.11357 -25 25.796 -840 -25
1.11762 -25 25.796 -840 -25
1.12169 -25 25.796 -840 -25
1.13052 -25 25.796 -840 -25
1.13489 -25 25.796 -840 -25
1.1394 -25 26.4991 -840 -25
1.14346 -25 26.4991 -840 -25
1.14809 -25 26.4991 -840 -25
1.15271 -25 26.4991 -840 -25
1.15791 -25 26.4991 -840 -25
1.16294 -25 26.4991 -840 -25
1.16809 -25 26.4991 -840 -25
1.18115 -25 26.4991 -840 -25
1.18646 -25 26.4991 -840 -25
1.19676 -25 27.9987 -840 -25
1.20256 -25 27.9987 -840 -25
1.20849 -25 27.9987 -840 -25
1.21444 -25 27.9987 -840 -25
1.22084 -25 27.9987 -840 -25
1.22709 -25 27.9987 -840 -25
1.23344 -25 27.9987 -840 -25
1.24025 -25 27.9987 -840 -25
1.24695 -25 28.4986 -840 -25
1.24857 -25 28.4986 -840 -25
1.26187 -25 28.4986 -840 -25
1.26919 -25 28.4986 -840 -25
1.27615 -25 28.4986 -840 -25
